epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7363880276679993,0.8918033242225647,9.999999747378752e-05,0.4755729138851166,0.9542151093482971,0.6776773929595947,0.875,0.9375,0.34621462225914,1.0,0.75
